post,subject
"有关呆账准备金的问题。
呆账准备金是怎么提计和使用的，看了书但是还是很迷糊，求高手帮忙解答一下！",经济
"关于弹性的一点疑惑。
我是一个经济学的初学者，请教各位老师一个问题。曼昆的经济学原理和萨缪尔森的经济学都提到了弹性的计算问题，给定一条线性需求曲线，当价格从P1上升到P2时，可以很容易计算出需求的价格弹性。萨缪尔森经济学也提到了，对于一条线性需求曲线，曲线上部的点的需求价格弹性大于1，曲线下部的小于1，中点部分等于1（当然是需求为横坐标，价格为纵坐标的前提下），他还给出了计算线性需求曲线的一个简便方法，即计算需求曲线上所求点下部长度与上部长度的比值，即为所求点的需求价格弹性，但现在问题是：我知道他的方法是对的，但是它的原理是什么呢？即为什么由所求点上下两部分长度的比值即可得出价格弹性，难道没有一点误差？还有，当需求曲线上的点从A点变动到B点时，表明价格发生了变化，此时计算需求价格弹性是有意义的，但是单单计算一个点的弹性有什么意义呢？不知道哪位老师可以帮忙解答一下，感激不尽！",经济
"关于多元统计分析和时间序列分析难度。
大家好
我想请问一下关于多元统计分析
和时间序列分析这两门课的难度是怎么样的？
我正在纠结于选课当中，不知道着两门课的应用领域是怎么样的。今后想继续在金融方向发展，是不是最好学习时间序列分析呢？

对于回答满意的，为了表示感谢，本人将送5个论坛币~
先谢谢啦~",经济
"运用经济周期的相关原理分析经济危机。
试分析从新古典综合派、货币周期模型到实际经济周期模型的变革有哪些？并结合相关理论内容对2008年经济危机进行分析",经济
"经济学是研究什么的？其研究对象如何界定？如何分类？谢谢！。
经济学是研究什么的？其研究对象如何界定？如何对研究对象分类？谢谢！",经济
"数据分析用什么软件？。
大家数据分析都用什么统计软件？本人本科经济学类，马上开始准备毕业论文了，实证分析必不可少。在学校只接触过Eviews，想知道大家都用什么软件，好用吗？谢谢",经济
"求正解：关于预测总资产的一道计算题。某股份有限公司已缴纳注册资本4亿元，2011年另发行H股1亿股，发行价格3.6元/股，募集资本总额3.6亿元。下表为该公司的资产负债表。求2011年该公司预测总资产和净资产为多少？
??????????????????????????????????????????????????????????????????????????????单位：亿元

 

2009年

 

2010

 

2011年预测




总资产

 

9

 

9.6

 


负债

 

5

 

5

 

5




净资产

 

4

 

4.6

 


收入

 

5

 

15

 

20




税后利润

 

0.6

 

0.9

 

1.2",经济
"美国哪所学校在服务营销、服务管理研究领域较强啊？最好能说到哪个教授哦...谢谢了先。
美国哪所学校在服务营销、服务管理研究领域较强啊？最好能说到哪个教授哦...谢谢了先",经济
"麻烦高人指点一下论文思路。
想写一篇论文，内容是公路建设投资与经济增长关系研究方面（运用数学模型分析）的，本人平常工作较忙，加上以前学的东西大多都还给老师了，烦请哪位高人能帮助指点一下如何去写作，最好能提供点具体的思路。不甚感激！！",经济
"关于投入产出表的合并和拆分问题。
想请问下在网上的各位大侠：
要把一个144部门的投入产出表按照研究需要整合成42的部门表，其中有把原有的多个部门合并成一个部门，也有的需要把原有的一个部门拆分成两个部门的，我该如何操作。合并如何合，直接在流量表上行加、列加吗。还是？怎么把一个部门拆分成两个部门呢？",经济
"用经济学理论解释三个和尚的故事。
用经济学的理论解释一个和尚抬水喝两个和尚跳水喝三个和尚没水喝
拜托大家了",经济
"求助：基于公司治理的角度来研究盈余管理。
我要写基于公司治理的角度来研究盈余管理，不知道有没有新的研究视角？",经济
"寻人：寻找对外经贸大学产业经济学学姐或学长。。
学长、学姐：
您好！请问在哪才能找到贸大产业经济学导师的联系方式，我是报的是国际贸易学院的产业经济学，现在应不应该选导师呢？",经济
"请问影响消费支出都有哪些因素啊。
最近在做一个计量实验报告，选取的是以消费支出为被解释变量的模型，请问都有哪些影响因素，最好多列一些啦，谢谢",经济
"如何把当年价计算的产值换算成可比价。
例如知道交通运输、房地产、金融业等产值，都是按当年价计算的产值，现在不知道上年指数，问：有没有其他方法换算成可比价的数值。",经济
"银行同业拆借加权利率怎么得出的？。
不同期限的银行同业拆借利率怎么得出一个加权利率的？怎么个加权法？",经济
"关于汇率和央行超发货币的问题~求高手求指导。
央行最近承认了超发40余万亿人民币，而且我国CPI指数一路上扬，通胀压力可谓是有增无减，物价水平也是走高（相信各位应该深有体会）。同时人民币也面临升值的压力（这也是常见于各大媒体）。那么，小弟就有个疑惑了：根据购买力平价理论，两国货币的汇率正比于两国物价水平，即假设一国物价水平不变，另一国家物价水平高则该国货币贬值，反之亦然。而我国物价水平高但是人民币又有在升值，这是不是与购买力平价理论相背离呢（仅讨论美国亿美元之前，在美国增发美元之前这种现象就存在）？？",经济
"关于市场经济和计划经济。
因为自己不是学习与经济学相关专业的，自己在学习所以发个比较建简单的问题，请大家谅解。
关于市场经济，有人说他是过剩经济，过剩就以为着浪费，在地球资源越来越显得稀缺的情况下，市场经济的弊端开始暴露，前一段时间西方的一些媒体和经济学者从新讨论的市场经济的发展，以至于一些人开始从新判断计划经济的可能性，虽然说苏联和80年代的以前的中国所实施的计划经济并不成功，但从怀疑的角度来看，毕竟经济学原理是西方理论，或多或少的会有一些偏见，而且爱因斯坦本身也是计划经济的拥护者。所以我以此发出提问，希望得到有深度的回答，谢谢",经济
"关于GTP中的出口问题。
大家都知道GTP的定义是：在某一既定时期一个国家内生产的所有最终物品与劳务的市场价值。
而且还很明确的告诉我们，这个定义的中心是把GTP作为对“总支出”衡量的。
所以GTP=消费+投资+**购买+净出口（出口—进口）
消费，投资，**购买，进口都好理解，因为它们作为“支出”都是付出钱而最终得到产品或劳务。
我的问题是：出口为什么会在这个以“总支出”作为衡量的定义里?
(出口是付出产品或劳务，最终得到钱)",经济
"一道经济学题目。
有一道经济学的题目小妹一直不解求高人解答国家为了控制用电量，推广节能减排空调，但是为什么用了节能减排空调后，整个国家的用电量却上升了？",经济
"请教一个问题。
今天看到一个问题，想请教一下大家。为什么在竞争的条件下，有的行业，大中小型企业能并存，而有的行业只有垄断企业呢？排除权力的影响。",经济
"关于银行资本与财务分析方面的培训？。
我们银行想在明年初，对相关人员开展“银行资本运作实务”、“银行财务分析”等方面的培训，想咨询下这方面课程的培训找什么机构或高校比较好，价格又如何？我的邮箱是：riosen@sina.com",经济
